Segment,CustLocation,Customer_Count,Monetary,Recency,Frequency
High Value,KANDIVALI EAST MUMBAI MUMBAI,1,10.0,44.0,1.0
High Value,KANDIVALI MUMBAI,7,225.0,45.0,1.0
High Value,KANDIVALI WEST MUMBAI,15,1432.6733333333332,39.86666666666667,1.0
High Value,KANDIVALI-E MUMBAI,1,795.0,43.0,1.0
High Value,KANDIVLI WEST MUMBAI,3,33.333333333333336,50.666666666666664,1.0
High Value,KANDIWALI W MUMBAI,3,1828.6866666666665,31.333333333333332,1.0
High Value,KANGAYAM,5,928.6,35.8,1.0
High Value,KANGHTALI,1,1000.0,41.0,1.0
High Value,KANGRA,500,638.4078000000001,43.708,1.0
High Value,KANGRA HP DHARAMSHALA,1,1099.0,40.0,1.0
High Value,KANGRA KANGRA,1,1023.0,38.0,1.0
High Value,KANHA RESTURANT JAIPUR,1,135.0,43.0,1.0
High Value,KANIYAKUMARI,1,720.0,40.0,1.0
High Value,KANIYAKUMARI DIST,4,343.75,44.5,1.0
High Value,KANIYAKUMARI DT,4,404.5,49.75,1.0
High Value,KANJARI,6,1906.6666666666667,38.5,1.0
High Value,KANJIRAPPALLY,3,203.0,38.333333333333336,1.0
High Value,KANJURMARG EAST,14,166.07999999999998,44.785714285714285,1.0
High Value,KANJURMARG W MUMBAI,1,686.0,54.0,1.0
High Value,KANKINARA,1,197.0,36.0,1.0
High Value,KANNAD,4,85.25,45.75,1.0
High Value,KANNAD AURANGABAD,9,31.88888888888889,49.22222222222222,1.0
High Value,KANNADA MANGALORE,7,1700.5714285714287,44.0,1.0
High Value,KANNANOOR,4,415.0,39.0,1.0
High Value,KANNAUJ,25,484.7928,43.12,1.0
High Value,KANND,2,215.575,45.5,1.0
High Value,KANNIYA KUMARI,1,100.0,39.0,1.0
High Value,KANNIYAKUM,1,118.26,44.0,1.0
High Value,KANNIYAKUMARI,89,528.2191011235955,42.79775280898876,1.0
High Value,KANNR DIST,2,768.0,40.5,1.0
High Value,KANNUR,190,1493.6423157894735,43.33684210526316,1.0
High Value,KANNYAKUMARI,6,44.333333333333336,42.5,1.0
High Value,KANPUR,1050,1086.5696190476192,43.325714285714284,1.0
High Value,KANPUR DEHAT,13,132.1,42.92307692307692,1.0
High Value,KANPUR NAGAR,179,764.6666480446927,42.11173184357542,1.0
High Value,KANPUR NAGAR KANPUR,9,962.5555555555555,42.22222222222222,1.0
High Value,KANSHIRAM NAGAR,4,450.0,41.0,1.0
High Value,KANUBARI,7,753.5871428571428,44.714285714285715,1.0
High Value,KANYAKUMARI,95,795.9628421052631,42.65263157894737,1.0
High Value,KANYAKUMARI DIST,18,2372.5266666666666,45.166666666666664,1.0
High Value,KANYAKUMARI DT,2,856.5,48.0,1.0
High Value,KANYAKUMARI VALUACHAGOSTAM,1,2000.0,50.0,1.0
High Value,KANYAKUMARIDIST,1,900.87,51.0,1.0
High Value,KAPAHERA SOUTH WEST DELHI NEW DELHI,1,930.0,55.0,1.0
High Value,KAPASHERA,3,258.3333333333333,40.0,1.0
High Value,KAPASHERA NEW DELHI,2,1277.5,47.5,1.0
High Value,KAPURTHALA,266,1368.1708270676693,43.38345864661654,1.0
High Value,KARAIKUDI,14,662.4407142857143,41.214285714285715,1.0
High Value,KARAKULAM,2,651.14,47.0,1.0
High Value,KARAMSAD,15,303.966,44.8,1.0
High Value,KARANJIA,1,238.0,33.0,1.0
High Value,KARANTH NAGAR BANGALORE,2,587.5,48.5,1.0
High Value,KARAULI,11,1572.757272727273,41.63636363636363,1.0
High Value,KARBI ANGLONG,6,146.83333333333334,46.5,1.0
High Value,KARIAPATTI,1,500.0,46.0,1.0
High Value,KARIM NAGAR,32,168.8646875,43.0,1.0
High Value,KARIMANNOOR,1,2220.0,47.0,1.0
High Value,KARIMGANJ,14,615.897142857143,50.0,1.0
High Value,KARIMNAGAR,352,857.9109090909092,43.26420454545455,1.0
High Value,KARIMNAGAR DT,2,568.0,47.5,1.0
High Value,KARJAT,2,976.5,43.5,1.0
High Value,KARJAT RAIGAD,2,3714.85,47.0,1.0
High Value,KARKALA,1,330.0,25.0,1.0
High Value,KARKALA TALUK,1,1013.0,48.0,1.0
High Value,KARKUDALPATTI,2,49.0,36.5,1.0
High Value,KARMAGORA JEALGORA DHANDBAD,1,994.0,54.0,1.0
High Value,KARMANGHAT K V RANGAREDDY HYDERABAD,2,1194.5,47.5,1.0
High Value,KARMANGHAT RANGAREDDI,1,200.0,25.0,1.0
High Value,KARN KARNAL,22,956.8136363636364,46.13636363636363,1.0
High Value,KARNAKULAM,1,365.0,52.0,1.0
High Value,KARNAL,462,1323.8399134199135,44.45670995670996,1.0
High Value,KARNAUJ,1,1375.0,47.0,1.0
High Value,KARODU,2,438.5,37.0,1.0
High Value,KAROL BAGH,4,145.0,38.75,1.0
High Value,KAROLEE,1,3000.0,50.0,1.0
High Value,KARORA,1,224.0,43.0,1.0
High Value,KARPI,3,2136.3333333333335,42.666666666666664,1.0
High Value,KARSOG,9,998.7222222222222,40.888888888888886,1.0
High Value,KARTARPUR,10,520.774,43.9,1.0
High Value,KARTHIKAPPALLY,4,1559.44,31.25,1.0
High Value,KARTIKULAM,1,1197.0,53.0,1.0
High Value,KARU VARAKUNDU,1,499.0,48.0,1.0
High Value,KARUR,38,1054.840789473684,44.89473684210526,1.0
High Value,KARUR DT,11,668.4545454545455,44.09090909090909,1.0
High Value,KARUVAMBARAM,1,2163.0,47.0,1.0
High Value,KARVIR KOLHAPUR KOLHAPUR,1,203.0,53.0,1.0
High Value,KARWAR,46,468.21869565217395,45.45652173913044,1.0
High Value,KARYALAY PUNE,1,357.0,54.0,1.0
High Value,KASARAGOD,32,1564.6025,42.25,1.0
High Value,KASARAGODE,1,854.0,47.0,1.0
High Value,KASARGOD,5,1885.05,48.2,1.0
High Value,KASAULI,1,2000.0,55.0,1.0
High Value,KASAVANAHALLI BENGALURU,4,741.5,41.0,1.0
High Value,KASGANJ,8,569.64375,42.875,1.0
High Value,KASHGANJ,1,160.2,54.0,1.0
High Value,KASHIPUR,201,1141.2870149253731,42.22885572139303,1.0
High Value,KASOR,2,145.0,48.5,1.0
High Value,KASUMPATI SHIMLA,1,265.0,50.0,1.0
High Value,KATALAB UTTAR PRADESH LUCKNOW,4,691.5,43.0,1.0
High Value,KATARGAM SURAT,5,311.2,42.6,1.0
High Value,KATEMANIVALI KALYAN THANE,7,114.71428571428571,43.714285714285715,1.0
High Value,KATEMANIVALI KALYAN THANE KALYAN,1,400.0,54.0,1.0
High Value,KATEMANIVALI THANE,7,2400.5714285714284,45.57142857142857,1.0
High Value,KATEMANIVALI THANE KALYAN THANE,1,244.0,45.0,1.0
High Value,KATEMANJUALI,13,869.5538461538462,48.15384615384615,1.0
High Value,KATHUA,4,811.5,41.0,1.0
High Value,KATIHAR,26,2088.9884615384613,44.80769230769231,1.0
High Value,KATNI,23,393.3391304347826,42.130434782608695,1.0
High Value,KATOLROAD KATOLROAD NAGPUR,4,225.0,45.0,1.0
High Value,KATRA,19,2402.9521052631576,40.05263157894737,1.0
High Value,KATRA DISTT REASI,2,3465.5,13.0,1.0
High Value,KATTUPAKKAM,1,1408.26,50.0,1.0
High Value,KAUSHAMBI,2,482.5,50.0,1.0
High Value,KAVALAPPARA PALAKKAD,3,701.6666666666666,44.666666666666664,1.0
High Value,KAVANAD,2,1011.5,43.5,1.0
High Value,KAVARATTI,1,4243.45,38.0,1.0
High Value,KAVERI PATTINAM,1,649.0,55.0,1.0
High Value,KAVIYOOR,3,50.0,45.0,1.0
High Value,KAYAMKULAM,3,9039.0,41.333333333333336,1.0
High Value,KAYLA,1,220.0,37.0,1.0
High Value,KAZHAKUTTON,7,3150.8742857142856,44.285714285714285,1.0
High Value,KEELKATTALAI CHENNAI,1,1440.0,52.0,1.0
High Value,KEGAON,2,45.0,46.5,1.0
High Value,KELIPADA KANDIVALI E MUMBAI,4,1471.315,50.5,1.0
High Value,KENDRAPARA,69,485.23,43.666666666666664,1.0
High Value,KENDRAPARA KENDRAPARA,1,248.0,46.0,1.0
High Value,KEONJHAR,11,351.6363636363636,40.81818181818182,1.0
High Value,KERALA,24,293.5083333333333,44.25,1.0
High Value,KESHIYA,1,554.0,54.0,1.0
High Value,KESHPUR,1,13838.27,26.0,1.0
High Value,KGF,2,8587.0,36.5,1.0
High Value,KHACHROD,2,646.675,47.0,1.0
High Value,KHADAKPADA KALYAN WEST THANE,1,1840.0,54.0,1.0
High Value,KHAGARIA,17,690.0411764705883,43.94117647058823,1.0
High Value,KHAGUL PATNA,2,25.0,43.0,1.0
High Value,KHAIRNE THANE NAVI MUMBAI,6,1058.9383333333333,47.0,1.0
High Value,KHAIRTAL,5,515.096,44.2,1.0
High Value,KHAIRTHAL,1,1975.0,0.0,1.0
High Value,KHAJURAHO,7,211.57142857142858,40.142857142857146,1.0
High Value,KHAJUWALA,1,200.0,47.0,1.0
High Value,KHAMAM,1,222.38,50.0,1.0
High Value,KHAMBHAT,1,200.0,56.0,1.0
High Value,KHAMIS MUSHYAT,5,836.414,45.6,1.0
High Value,KHAMMAM,160,550.7433125,43.86875,1.0
High Value,KHAMMAM (ANDHRA PRADESH),59,806.4869491525423,44.3728813559322,1.0
High Value,KHAMMAM DT,1,636.84,48.0,1.0
High Value,KHANDAGIRI,1,5140.0,51.0,1.0
High Value,KHANDAVALLI WEST GODAVARI,1,200.0,37.0,1.0
High Value,KHANDESHWAR,1,472.0,38.0,1.0
High Value,KHANDWA,22,721.1509090909091,45.36363636363637,1.0
High Value,KHANNA,122,1788.6259016393444,43.721311475409834,1.0
High Value,KHANNA DIST-LUDHIANA,3,793.3333333333334,38.666666666666664,1.0
High Value,KHANPUR,4,102.0625,42.0,1.0
High Value,KHANPUR SARAN,1,845.0,38.0,1.0
High Value,KHANUSA,1,130.0,0.0,1.0
High Value,KHAR  MUMBAI,1,5080.0,54.0,1.0
High Value,KHAR (W) MUMBAI,4,190.0,38.0,1.0
High Value,KHAR W MUMBAI,2,425.0,52.5,1.0
High Value,KHAR WEST MUMBAI,2,1149.5,46.0,1.0
High Value,KHARADI BYPASS HADAPSAR PUNE,5,709.0,40.4,1.0
High Value,KHARAG PUR,1,373.0,48.0,1.0
High Value,KHARAGPUR,45,1235.3826666666666,41.355555555555554,1.0
High Value,KHARAGPUR(M),2,80.0,51.0,1.0
High Value,KHARAL,2,35.0,41.5,1.0
High Value,KHARAR,441,843.8771201814059,45.26077097505669,1.0
High Value,KHARAR SAS NAGAR (MOHALI),1,215.7,53.0,1.0
High Value,KHARDAH,4,103.75,35.0,1.0
High Value,KHARGHAR,21,1074.3799999999999,41.19047619047619,1.0
High Value,KHARGHAR NAVI MUMBAI,7,713.4085714285713,41.285714285714285,1.0
High Value,KHARGONE,12,1391.1575,41.916666666666664,1.0
High Value,KHARKHARA,2,55.0,45.5,1.0
High Value,KHARODI MUMBAI,9,591.411111111111,41.333333333333336,1.0
High Value,KHARSAWAN,2,1066.5,44.0,1.0
High Value,KHARSIA,2,495.0,49.5,1.0
High Value,KHARSWAN,1,410.0,46.0,1.0
High Value,KHATAULI,8,112.5,46.875,1.0
High Value,KHATAV SATARA,6,150.0,44.0,1.0
High Value,KHATIMA,1,500.0,49.0,1.0
High Value,KHED,1,198.0,25.0,1.0
High Value,KHED RAJGURUNAGAR,1,560.48,38.0,1.0
High Value,KHEDA,23,503.61652173913046,44.95652173913044,1.0
High Value,KHEKRA,2,3980.5,41.0,1.0
High Value,KHERANI ROAD ANDHERI (EAST) MUMBAI,1,100.0,38.0,1.0
High Value,KHERI,7,1168.59,43.714285714285715,1.0
High Value,KHERI BURA,4,385.25,43.75,1.0
High Value,KHERLI,13,367.53846153846155,44.30769230769231,1.0
High Value,KHETRI,4,1965.0,43.75,1.0
High Value,KHETRI NAGAR,17,198.8235294117647,40.94117647058823,1.0
High Value,KHOBAR,1,11.53,55.0,1.0
High Value,KHOIJUMAN,4,70.0,54.5,1.0
High Value,KHONGOM,3,128.66666666666666,48.0,1.0
High Value,KHOPOLI,8,455.875,47.75,1.0
High Value,KHORDA,5,138.2,43.0,1.0
High Value,KHORDHA,7,1525.0,43.714285714285715,1.0
High Value,KHORDHA BHUBANESWAR,4,635.62,48.75,1.0
High Value,KHORDHA ORISSA BHUBANESWAR,2,650.0,49.0,1.0
High Value,KHORODI MUMBAI,6,86.84333333333332,42.5,1.0
High Value,KHOWAI,1,10.0,24.0,1.0
High Value,KHUNDIAN,1,426.0,33.0,1.0
High Value,KHUNTI,14,451.35714285714283,45.57142857142857,1.0
High Value,KHURD PUNE,6,3194.1666666666665,46.0,1.0
High Value,KHURD TAL MULSHI  PUNE,1,100.0,56.0,1.0
High Value,KHURDA,25,1070.5348,44.88,1.0
High Value,KHURDA-ORISSA,40,561.0695,44.2,1.0
High Value,KICHHA,25,1154.5164,43.32,1.0
High Value,KID ZEE SCHOOL SILHAR,2,464.5,42.5,1.0
High Value,KIDNEY CENTER COIMBATORE,2,127.0,38.5,1.0
High Value,KIDWAI NAGAR,4,440.25,42.0,1.0
High Value,KIGALI,3,10652.666666666666,39.333333333333336,1.0
High Value,KILKUNDAH,1,914.0,38.0,1.0
High Value,KILLORGLIN,1,1050.0,48.0,1.0
High Value,KINNAUR,2,725.0,39.5,1.0
High Value,KINWAT NANDED,1,1000.0,25.0,1.0
High Value,KISHANGANJ,1,140.0,38.0,1.0
High Value,KISHANGARH,16,957.4649999999999,46.3125,1.0
High Value,KNOWLEDGE PARK-III GREATER NOIDA,1,50.0,25.0,1.0
High Value,KOCHI,288,1128.5546180555555,43.86805555555556,1.0
High Value,KOCHI CORPORATION,8,587.87875,47.75,1.0
High Value,KOCHI ERNAKULAM,5,748.646,53.2,1.0
High Value,KOCHIIN,2,352.14,40.0,1.0
High Value,KODAD,4,437.75,48.75,1.0
High Value,KODAGU,25,1178.6104,43.08,1.0
High Value,KODAMBAKKAM,7,283.2857142857143,37.57142857142857,1.0
High Value,KODAMBAKKAM CHENNAI,2,127.19,54.5,1.0
High Value,KODARMA,2,291.0,39.0,1.0
High Value,KODERMA,15,37.53333333333333,48.6,1.0
High Value,KODOM,1,476.95,47.0,1.0
High Value,KOHIMA,31,763.8606451612903,44.25806451612903,1.0
High Value,KOILAKUNTLA,6,318.1666666666667,42.166666666666664,1.0
High Value,KOKRAJHAR,1,50.0,55.0,1.0
High Value,KOLAR,47,1196.4408510638298,41.59574468085106,1.0
High Value,KOLAR - DISTRICT,52,316.04615384615386,46.25,1.0
High Value,KOLAR DIST,1,300.0,47.0,1.0
High Value,KOLAR-DIST,1,304.0,44.0,1.0
High Value,KOLASIB,4,499.38,45.75,1.0
High Value,KOLATHUR CHENNAI,4,36.5,37.75,1.0
High Value,KOLHAPUR,498,830.3682931726908,43.28112449799197,1.0
High Value,KOLIWADA MUMBAI,3,601.3333333333334,47.666666666666664,1.0
High Value,KOLKATA,5330,1367.5605159474671,43.132270168855534,1.0
High Value,KOLKATA NEAR COLLEGE MORE KOLKATA,6,1043.7033333333334,38.333333333333336,1.0
High Value,KOLKATTA,3,1323.3333333333333,52.666666666666664,1.0
High Value,KOLKI ROAD UPLETA RAJKOT,3,800.3333333333334,50.666666666666664,1.0
High Value,KOLLAKADAVU,1,2000.0,38.0,1.0
High Value,KOLLAM,200,1085.7754,43.725,1.0
High Value,KOLLAM DISTRICT,9,117.44444444444444,44.22222222222222,1.0
High Value,KONDHAPURI,3,715.2966666666666,45.666666666666664,1.0
High Value,"KONDHWA KHURD, PUNE",1,180.0,37.0,1.0
High Value,KONE PANVEL,13,379.7230769230769,40.84615384615385,1.0
High Value,KOOTHATTUKULAM,3,410.31666666666666,46.0,1.0
High Value,KOPAR KHAIRANE NAVI MUMBAI,1,330.0,46.0,1.0
High Value,KOPAR W,4,525.735,52.25,1.0
High Value,KOPARKHAIRANE NAVI MUMBAI,1,2894.08,40.0,1.0
High Value,KOPARKHAIRNE NAVI MUMBAI THANE,4,1222.1675,42.25,1.0
High Value,KOPARKHIRANE,2,2347.25,47.0,1.0
High Value,KOPERKHAIRANE,2,2936.0,46.0,1.0
High Value,KOPERKHAIRNE NAVI MUMBAI,1,1060.77,47.0,1.0
High Value,KOPERKHARINE,1,1160.0,48.0,1.0
High Value,KOPPAL,12,651.5783333333334,44.416666666666664,1.0
High Value,KOPPARA,1,4099.0,44.0,1.0
High Value,KORAJJUR CHENNAI,1,60.0,37.0,1.0
High Value,KORAMANGALA 1ST BLOCK BANGALORE,20,631.9635000000001,45.3,1.0
High Value,KORAMANGALA BANGALORE,36,960.3144444444445,45.80555555555556,1.0
High Value,KORAMANGALA IST BLOCK BANGALORE,12,2515.8333333333335,44.083333333333336,1.0
High Value,KORAMANGALAM BANGALORE,2,549.0,46.5,1.0
High Value,KORAPUT,32,419.4475,44.40625,1.0
High Value,KORAPUT O,7,716.7428571428571,38.0,1.0
High Value,KORBA,19,955.9157894736843,43.0,1.0
High Value,KOREGAON PARK PUNE,4,399.0,45.75,1.0
High Value,KORIA,3,8.58,56.0,1.0
High Value,KORIMNAGAR,3,99.0,38.333333333333336,1.0
High Value,KORMANGALA 1ST BLOCK BANGALORE,16,846.25375,45.0625,1.0
High Value,KORMANGALA 1ST BLOCK BANGLORE,1,650.0,43.0,1.0
High Value,KORMANGALA BANGALORE,34,808.3123529411764,42.61764705882353,1.0
High Value,KOSAMBA,1,700.0,48.0,1.0
High Value,KOSLI,3,233.0,44.333333333333336,1.0
High Value,KOTA,346,1132.924219653179,42.395953757225435,1.0
High Value,KOTAGIRI,1,750.0,49.0,1.0
High Value,KOTAK MAHINDRA BANK BANGALORE,18,1650.8522222222225,44.77777777777778,1.0
High Value,KOTDWARA,10,757.198,44.8,1.0
High Value,KOTDWARA GARHWAL,4,381.5,47.0,1.0
High Value,KOTESHWARA,1,2316.0,0.0,1.0
High Value,KOTEWSHWAR MOTTERA,2,1162.005,48.5,1.0
High Value,KOTHAMANGALAM,9,1901.111111111111,43.55555555555556,1.0
High Value,KOTHANUR BANGALORE,10,1247.105,41.6,1.0
High Value,KOTHRUD PUNE,2,50.0,44.0,1.0
High Value,KOTKASIM,4,20.5,45.0,1.0
High Value,KOTPUTLI,3,61.666666666666664,41.666666666666664,1.0
High Value,KOTRI RAJSAMAND,1,3299.0,41.0,1.0
High Value,KOTTARAKKARA,6,151.24166666666667,45.833333333333336,1.0
High Value,KOTTAYAM,434,1122.9905760368663,43.31336405529954,1.0
High Value,KOTTAYAM DIST,6,4709.005,45.666666666666664,1.0
High Value,KOTTOPPADAM PO,4,101.75,44.75,1.0
High Value,KOVAI,8,507.125,48.625,1.0
High Value,KOVILAMBAKKAM CHENNAI,1,1910.0,42.0,1.0
High Value,KOVILPATTI,2,185.0,46.0,1.0
High Value,KOVVUR,2,225.35500000000002,38.0,1.0
High Value,KOZHENCHERRY,1,1630.0,48.0,1.0
High Value,KOZHIKODE,189,1683.9450793650794,43.026455026455025,1.0
High Value,KOZHIKODE DT,3,2008.3333333333333,41.333333333333336,1.0
High Value,KOZHUVANAL,2,1000.0,44.0,1.0
High Value,KPM DT,1,59.0,55.0,1.0
High Value,KR PURAM BANGALORE,25,1511.6272,42.08,1.0
High Value,KR PURAM HOBLI BANGALORE,4,586.325,39.75,1.0
High Value,KRISHNA,240,615.5561666666667,42.45,1.0
High Value,KRISHNA DIST,2,573.87,47.0,1.0
High Value,KRISHNA DISTRICT,123,338.9151219512195,44.72357723577236,1.0
High Value,KRISHNA DT,1,1000.0,55.0,1.0
High Value,KRISHNA VIJAYAWADA,1,1170.0,55.0,1.0
High Value,KRISHNAGIRI,104,743.4163461538462,45.33653846153846,1.0
High Value,KRISHNAGIRI(DT) HOSUR,1,1280.0,47.0,1.0
High Value,KRISHNAGIRI-TK AND DT,1,175.0,48.0,1.0
High Value,KRISHNANAGAR,8,646.375,46.625,1.0
High Value,KRISHNAPURAM,3,1041.6333333333334,43.333333333333336,1.0
High Value,KRISHNARAJAPURAM HOBLI BANGALORE,14,1595.7392857142856,45.285714285714285,1.0
High Value,KRISHNARAJPET,3,100.0,38.666666666666664,1.0
High Value,KUALA LAMPUR,2,3963.0,12.5,1.0
High Value,KUALA LUMPUR,6,3188.8233333333333,47.5,1.0
High Value,KUBER NAGAR,1,120.0,24.0,1.0
High Value,KUCHAMAN CITY,1,252.0,47.0,1.0
High Value,KUDAVOOR,1,495.0,33.0,1.0
High Value,KUKATPALLY HYDEABAD,1,540.0,55.0,1.0
High Value,KUKATPALLY HYDERABAD,5,835.61,46.4,1.0
High Value,KULATHOOR,4,197.75,48.75,1.0
High Value,KULLU,30,2081.170666666667,42.56666666666667,1.0
High Value,KULTI,3,265.5,33.666666666666664,1.0
High Value,KUMARAKOM,4,112.5,44.5,1.0
High Value,KUMARGHAT,6,963.3333333333334,48.5,1.0
High Value,KUMBAKONAM,6,44.666666666666664,45.333333333333336,1.0
High Value,KUMBAKONAM TK,4,1518.75,46.25,1.0
High Value,KUMTA,4,470.0,36.5,1.0
High Value,KUNDANAHALLI BROOKFIELD BANGALORE,3,937.6666666666666,55.0,1.0
High Value,KUNDAPURA,1,499.0,49.0,1.0
High Value,KUNDLI,3,260.65333333333336,38.666666666666664,1.0
High Value,KUNDLI SONEPAT,15,1388.8666666666666,50.266666666666666,1.0
High Value,KUNNOTHUPARAMBA,2,319.5,44.0,1.0
High Value,KUPWARA,1,6413.0,45.0,1.0
High Value,KURALI,44,727.0,39.02272727272727,1.0
High Value,KURICHIKKRAR,2,875.0,37.0,1.0
High Value,KURLA,3,266.16333333333336,40.0,1.0
High Value,KURLA (W) MUMBAI,31,2376.967741935484,43.806451612903224,1.0
High Value,KURLA ANDHERI RD MUMBAI,15,2335.8046666666664,39.6,1.0
High Value,KURLA ANDHERI ROAD MUMBAI,4,828.0,41.75,1.0
High Value,KURLA EAST,3,1412.8700000000001,45.0,1.0
High Value,KURLA RD ANDHERI (E) MUMBAI,2,577.0,49.0,1.0
High Value,KURLA ROAD ANDHERI E MUMBAI,6,741.6349999999999,43.666666666666664,1.0
High Value,KURLA ROAD ANDHERI EAST MUMBAI,8,5642.0,42.5,1.0
High Value,KURLA ROAD SAKINAKA MUMBAI,3,400.5933333333333,25.0,1.0
High Value,KURLA W,5,1015.2,48.8,1.0
High Value,KURLA W MUMBAI,43,1204.8958139534882,43.51162790697674,1.0
High Value,KURLA WEST - MUMBAI,1,25000.0,38.0,1.0
High Value,KURLA WEST MUMBAI,16,1512.605,44.375,1.0
High Value,KURLA WEST- MUMBAI,2,2161.41,54.0,1.0
High Value,KURMANNAPAL VISKHAPATNAM,4,484.1425,46.75,1.0
High Value,KURNOOL,193,755.6140414507772,43.53367875647668,1.0
High Value,KURNOOL DT,1,265.52,50.0,1.0
High Value,KURSEONG,1,17.0,47.0,1.0
High Value,KURUD,4,2425.5325,46.25,1.0
High Value,KURUKSHETA,1,12000.0,49.0,1.0
High Value,KURUKSHETRA,101,416.3969306930693,42.613861386138616,1.0
High Value,KURUSHETRA,3,301.7266666666667,47.666666666666664,1.0
High Value,KUSHAL NAGAR KODAGU,3,1549.0,51.0,1.0
High Value,KUSHALNAGAR,8,174.75,41.0,1.0
High Value,KUSHI NAGAR,6,588.8333333333334,39.833333333333336,1.0
High Value,KUSHINAGAR,51,271.2133333333333,44.94117647058823,1.0
High Value,KUTCH,14,801.7857142857143,45.357142857142854,1.0
High Value,KUTHA,4,33.25,52.0,1.0
High Value,KUTTANADU,1,1247.0,42.0,1.0
High Value,KUTTOOR PANCHAYATH,3,1201.6666666666667,50.333333333333336,1.0
High Value,KUVA WALI GALI GREATER NOIDA,5,1417.266,35.6,1.0
High Value,KUWAIT,7,4520.458571428571,42.57142857142857,1.0
High Value,KUWAIT CITY,4,9975.5,50.5,1.0
High Value,LACKNOW,2,308.5,48.0,1.0
High Value,LAGOS,18,4036.8455555555556,44.55555555555556,1.0
High Value,LAHUL AND SPITI,9,1107.5555555555557,44.0,1.0
High Value,LAKE CITY MALL THANE WEST THANE,1,400.24,41.0,1.0
High Value,LAKE CITY MALL W THANE,2,27.5,56.0,1.0
High Value,LAKHANI KIRANA ITARSI,2,200.0,41.0,1.0
High Value,LAKHI SARAI,6,837.0,46.166666666666664,1.0
High Value,LAKHIMPUR,14,3356.3650000000002,44.42857142857143,1.0
High Value,LAKHIMPUR KHERI,7,67.25,44.714285714285715,1.0
High Value,LAKHIMPUR-KHERI,13,608.9615384615385,40.38461538461539,1.0
High Value,LAKHISARAI,8,2629.64625,34.375,1.0
High Value,LAKHISARAY,1,210.0,29.0,1.0
High Value,LAKHMPUR KHIRI,1,600.0,49.0,1.0
High Value,LAKHTAR,1,240.4,50.0,1.0
High Value,LAKKAVARAM,10,126.7,45.6,1.0
High Value,LALBAUG MUMBAI,7,253.50571428571428,42.42857142857143,1.0
High Value,LALGUDI,1,368.0,54.0,1.0
High Value,LALITPUR,15,465.47533333333337,43.0,1.0
High Value,LALKUAN,2,408.0,47.0,1.0
High Value,LANDHRAN,1,5295.0,37.0,1.0
High Value,LANE HYDERABAD,1,2936.05,40.0,1.0
High Value,LANE MUMBAI,1,380.0,53.0,1.0
High Value,LANEMIYAPUR HYDERABAD,4,2781.0,35.25,1.0
High Value,LASHKAR CITY,2,2939.5,42.0,1.0
High Value,LATEHAR,1,165.0,25.0,1.0
High Value,LATHUR,2,70.0,52.0,1.0
High Value,LATUR,52,551.8613461538462,42.88461538461539,1.0
High Value,LAUBANJ,2,420.7,31.0,1.0
High Value,LAWNGTLAI,8,1107.19125,42.125,1.0
High Value,LAWNS NASHIK,1,500.0,41.0,1.0
High Value,LAWSPET PONDICHERRY,5,2681.806,46.6,1.0
High Value,LAXMANGARH,4,138.75,51.0,1.0
High Value,LAXMI NAGAR HYDERABAD,1,2000.0,37.0,1.0
High Value,LAXMINAGAR,44,384.9136363636364,44.65909090909091,1.0
High Value,LAYOUT BANGALORE,7,376.0,44.57142857142857,1.0
High Value,LAYOUT BANGALORE NORTH,5,178.6,45.0,1.0
High Value,LAYOUT J P NGR 3RD PHASE BANGALORE,2,214.0,50.0,1.0
High Value,LAYOUT PH 1 MALLATHAHALLI BANGALORE,1,200.0,0.0,1.0
High Value,LBS MARG THANE,1,30.0,36.0,1.0
High Value,LEEDS,1,211.8,42.0,1.0
High Value,LEIDEN,6,693.5,40.833333333333336,1.0
High Value,LIMBASI,5,742.0,40.2,1.0
High Value,LIMITED BILASPUR,2,685.5,21.0,1.0
High Value,LINE MUNGER,2,15.5,45.0,1.0
High Value,LINGAMGUNTLA GUNTUR,1,1800.0,38.0,1.0
High Value,LINGASUGUR HQ,1,150.0,25.0,1.0
High Value,LINK RD MUMBAI,4,1832.7625,47.0,1.0
High Value,LINK ROAD ANDHERI (WEST) MUMBAI,4,1595.25,41.75,1.0
High Value,LIPPA,6,277.0,48.333333333333336,1.0
High Value,LODZ,3,3732.6666666666665,46.333333333333336,1.0
High Value,LOHAGHAT,3,2157.3333333333335,40.666666666666664,1.0
High Value,LOHARADAGA,14,116.35714285714286,41.357142857142854,1.0
High Value,LOHARDAGA,12,1031.9733333333334,45.083333333333336,1.0
High Value,LOHIT,17,140.7058823529412,46.1764705882353,1.0
High Value,LOKHANDWALA RESIDENCY WORLI MUMBAI,2,217.0,35.0,1.0
High Value,LONAR,1,1258.0,46.0,1.0
High Value,LONAVALA,3,514.6666666666666,39.333333333333336,1.0
High Value,LONDON,3,4442.666666666667,26.0,1.0
High Value,LONI,2,500.0,38.0,1.0
High Value,LORETO COLLEGE DARJEELING,1,59.0,43.0,1.0
High Value,LOWER DIBANG VALLEY,2,7999.0,40.0,1.0
High Value,LOWER PAREL E MUMBAI,1,533.0,38.0,1.0
High Value,LOWER PAREL MUMBAI,87,952.4277011494254,44.35632183908046,1.0
